582	À	155852					
583	À	156435					
584	À	157019					
586	À	157605					
587	À	158192					
588	À	158780					
588	À	159368					
589	À	159957					
590	À	160547					
593	À	161140					
594	À	161734					
597	À	162331					
598	À	162929					
599	À	163528					
602	À	164130					
603	À	164733					
605	À	165338					
607	À	165945					
610	À	166555					
611	À	167166					
612	À	167778					
612	À	168390					
619	À	169009					
620	À	169629					
620	À	170249					
621	À	170870					
622	À	171492					
623	À	172115					
624	À	172739					
624	À	173363					
626	À	173989					
626	À	174615					
627	À	175242					
629	À	175871					
629	À	176500					
629	À	177129					
630	À	177759					
630	À	178389					
633	À	179022					
637	À	179659					
638	À	180297					
638	À	180935					
640	À	181575					
642	À	182217					
642	À	182859					
643	À	183502					
645	À	184147					
645	À	184792					
645	À	185437					
648	À	186085					
649	À	186734					
663	À	187397					
673	À	188070					
681	À	188751					
698	À	189449					
698	À	190147					
700	À	190847					
707	À	191554					
728	À	192282					
742	À	193024					
744	À	193768					
758	À	194526					
759	À	195285					
768	À	196053					
772	À	196825					
798	À	197623					
810	À	198433					
812	À	199245					
812	À	200057					
820	À	200877					
827	À	201704					
831	À	202535					
850	À	203385					
850	À	204235					
857	À	205092					
869	À	205961					
871	À	206832					
879	À	207711					
910	À	208621					
910	À	209531					
928	À	210459					
931	À	211390					
940	À	212330					
947	À	213277					
949	À	214226					
959	À	215185					
965	À	216150					
975	À	217125					
980	À	218105					
988	À	219093					
992	À	220085					
999	À	221084					
1056	À	222140					
1061	À	223201					
1061	À	224262					
1072	À	225334					
1100	À	226434					
1126	À	227560					
1160	À	228720					
1171	À	229891					
1172	À	231063					
1174	À	232237					
1174	À	233411					
1192	À	234603					
1221	À	235824					
1221	À	237045					
1239	À	238284					
1242	À	239526					
1243	À	240769					
1252	À	242021					
1265	À	243286					
1291	À	244577					
1311	À	245888					
1312	À	247200					
1329	À	248529					
1333	À	249862					
1334	À	251196					
1343	À	252539					
1353	À	253892					
1395	À	255287					
1420	À	256707					
1434	À	258141					
1447	À	259588					
1451	À	261039					
1453	À	262492					
1462	À	263954					
1467	À	265421					
1474	À	266895					
1499	À	268394					
1501	À	269895					
1501	À	271396					
1512	À	272908					
1516	À	274424					
1524	À	275948					
1590	À	277538					
1604	À	279142					
1623	À	280765					
1634	À	282399					
1653	À	284052					
1675	À	285727					
1678	À	287405					
1691	À	289096					
1724	À	290820					
1727	À	292547					
1738	À	294285					
1743	À	296028					
1764	À	297792					
1767	À	299559					
1769	À	301328					
1801	À	303129					
1834	À	304963					
1847	À	306810					
1866	À	308676					
1871	À	310547					
1902	À	312449					
1905	À	314354					
1910	À	316264					
1910	À	318174					
1959	À	320133					
1968	À	322101					
1981	À	324082					
1984	À	326066					
1988	À	328054					
1993	À	330047					
